"scenario","region","subRegion","param","sources","x","xLabel","vintage","units","aggregate","classPalette","origScen","origQuery","origUnits","origX","value"
"Impacts","Colombia","Colombia","elecCumCapGW","Sources",2050,"Year","Vint_2050","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2050,31.0582137866605
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2015,"Year","Vint_2015","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2020,"Year","Vint_2020","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,-0.129894443615677
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2025,"Year","Vint_2025","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,-0.281037431168941
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2030,"Year","Vint_2030","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,-0.281037431168941
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2035,"Year","Vint_2035","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,-0.281037431168941
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2040,"Year","Vint_2040","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,-0.281037431168941
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2045,"Year","Vint_2045","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,-0.281037431168941
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2050,"Year","Vint_2050","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,-0.281067111031284
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2015,"Year","Vint_2015","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2015,0
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2020,"Year","Vint_2020","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2020,-0.0930852593931185
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2025,"Year","Vint_2025","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2025,-0.172999970467498
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2030,"Year","Vint_2030","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2030,-0.172999970467498
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2035,"Year","Vint_2035","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2035,-0.172999970467498
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2040,"Year","Vint_2040","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2040,-0.172999970467498
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2045,"Year","Vint_2045","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2045,-0.172999970467498
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2050,"Year","Vint_2050","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2050,-0.173006687580719
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2015,"Year","Vint_2015","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2020,"Year","Vint_2020","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,6.2635794610781
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2025,"Year","Vint_2025","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,8.24630245699565
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2030,"Year","Vint_2030","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,8.90771298982279
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2035,"Year","Vint_2035","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,10.8705401656098
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2040,"Year","Vint_2040","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,13.286075415269
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2045,"Year","Vint_2045","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,14.4431836150945
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2050,"Year","Vint_2050","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,15.0590916352305
"Impacts","Colombia","Colombia","elecNewCapGW","Sources",2015,"Year","Vint_2015","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2015,4.07426139554622
"Impacts","Colombia","Colombia","elecNewCapGW","Sources",2020,"Year","Vint_2020","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2020,0.557315774034988
"Impacts","Colombia","Colombia","elecNewCapGW","Sources",2025,"Year","Vint_2025","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2025,0.0157323504978521
"Impacts","Colombia","Colombia","elecNewCapGW","Sources",2030,"Year","Vint_2030","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2030,2.59528983404784
"Impacts","Colombia","Colombia","elecNewCapGW","Sources",2035,"Year","Vint_2035","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2035,4.51515883031234
"Impacts","Colombia","Colombia","elecNewCapGW","Sources",2040,"Year","Vint_2040","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2040,5.71765764243295
"Impacts","Colombia","Colombia","elecNewCapGW","Sources",2045,"Year","Vint_2045","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2045,6.57512308728322
"Impacts","Colombia","Colombia","elecNewCapGW","Sources",2050,"Year","Vint_2050","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2050,7.00767487250507
"Policy","Argentina","Argentina","elecAnnualRetPrematureCost","Sources",2015,"Year","Vint_2015","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"Policy","Argentina","Argentina","elecAnnualRetPrematureCost","Sources",2020,"Year","Vint_2020","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,-0.280029134166237
"Policy","Argentina","Argentina","elecAnnualRetPrematureCost","Sources",2025,"Year","Vint_2025","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,-3.54427120658888
"Policy","Argentina","Argentina","elecAnnualRetPrematureCost","Sources",2030,"Year","Vint_2030","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,-1.97266603031031
"Policy","Argentina","Argentina","elecAnnualRetPrematureCost","Sources",2035,"Year","Vint_2035","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,-1.47018987458532
"Policy","Argentina","Argentina","elecAnnualRetPrematureCost","Sources",2040,"Year","Vint_2040","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,-1.14679066114105
"Policy","Argentina","Argentina","elecAnnualRetPrematureCost","Sources",2045,"Year","Vint_2045","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,-0.906704573580151
"Policy","Argentina","Argentina","elecAnnualRetPrematureCost","Sources",2050,"Year","Vint_2050","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,-0.576794746810062
"Policy","Argentina","Argentina","elecAnnualRetPrematureGW","Sources",2015,"Year","Vint_2015","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2015,0
"Policy","Argentina","Argentina","elecAnnualRetPrematureGW","Sources",2020,"Year","Vint_2020","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2020,-0.200302968325273
"Policy","Argentina","Argentina","elecAnnualRetPrematureGW","Sources",2025,"Year","Vint_2025","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2025,-2.25212959850566
"Policy","Argentina","Argentina","elecAnnualRetPrematureGW","Sources",2030,"Year","Vint_2030","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2030,-1.31054425140639
"Policy","Argentina","Argentina","elecAnnualRetPrematureGW","Sources",2035,"Year","Vint_2035","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2035,-0.99522608482508
"Policy","Argentina","Argentina","elecAnnualRetPrematureGW","Sources",2040,"Year","Vint_2040","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2040,-0.722965333410593
"Policy","Argentina","Argentina","elecAnnualRetPrematureGW","Sources",2045,"Year","Vint_2045","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2045,-0.702257373349824
"Policy","Argentina","Argentina","elecAnnualRetPrematureGW","Sources",2050,"Year","Vint_2050","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2050,-0.591170851629864
"Policy","Argentina","Argentina","elecCumCapCost","Sources",2015,"Year","Vint_2015","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"Policy","Argentina","Argentina","elecCumCapCost","Sources",2020,"Year","Vint_2020","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,32.4772733013415
"Policy","Argentina","Argentina","elecCumCapCost","Sources",2025,"Year","Vint_2025","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,79.7985627604497
"Policy","Argentina","Argentina","elecCumCapCost","Sources",2030,"Year","Vint_2030","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,119.146908617592
"Policy","Argentina","Argentina","elecCumCapCost","Sources",2035,"Year","Vint_2035","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,157.960294986554
"Policy","Argentina","Argentina","elecCumCapCost","Sources",2040,"Year","Vint_2040","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,196.902215704442
"Policy","Argentina","Argentina","elecCumCapCost","Sources",2045,"Year","Vint_2045","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,234.811053387541
"Policy","Argentina","Argentina","elecCumCapCost","Sources",2050,"Year","Vint_2050","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,268.795618777291
"Policy","Argentina","Argentina","elecCumCapGW","Sources",2015,"Year","Vint_2015","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2015,15.0099934251471
"Policy","Argentina","Argentina","elecCumCapGW","Sources",2020,"Year","Vint_2020","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2020,21.4878900479368
"Policy","Argentina","Argentina","elecCumCapGW","Sources",2025,"Year","Vint_2025","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2025,43.4851358853885
"Policy","Argentina","Argentina","elecCumCapGW","Sources",2030,"Year","Vint_2030","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2030,62.0369772332928
"Policy","Argentina","Argentina","elecCumCapGW","Sources",2035,"Year","Vint_2035","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2035,79.9529913028427
"Policy","Argentina","Argentina","elecCumCapGW","Sources",2040,"Year","Vint_2040","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2040,97.5120310890657
"Policy","Argentina","Argentina","elecCumCapGW","Sources",2045,"Year","Vint_2045","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2045,114.478879512815
"Policy","Argentina","Argentina","elecCumCapGW","Sources",2050,"Year","Vint_2050","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2050,128.336585265502
"Policy","Argentina","Argentina","elecCumRetPrematureCost","Sources",2015,"Year","Vint_2015","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"Policy","Argentina","Argentina","elecCumRetPrematureCost","Sources",2020,"Year","Vint_2020","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,-0.280029134166237
"Policy","Argentina","Argentina","elecCumRetPrematureCost","Sources",2025,"Year","Vint_2025","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,-3.82430034075512
"Policy","Argentina","Argentina","elecCumRetPrematureCost","Sources",2030,"Year","Vint_2030","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,-5.79696637106543
"Policy","Argentina","Argentina","elecCumRetPrematureCost","Sources",2035,"Year","Vint_2035","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,-7.26715624565075
"Policy","Argentina","Argentina","elecCumRetPrematureCost","Sources",2040,"Year","Vint_2040","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,-8.41394690679179
"Policy","Argentina","Argentina","elecCumRetPrematureCost","Sources",2045,"Year","Vint_2045","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,-9.32065148037194
"Policy","Argentina","Argentina","elecCumRetPrematureCost","Sources",2050,"Year","Vint_2050","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,-9.89744622718201
"Policy","Argentina","Argentina","elecCumRetPrematureGW","Sources",2015,"Year","Vint_2015","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2015,0
"Policy","Argentina","Argentina","elecCumRetPrematureGW","Sources",2020,"Year","Vint_2020","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2020,-0.200302968325273
"Policy","Argentina","Argentina","elecCumRetPrematureGW","Sources",2025,"Year","Vint_2025","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2025,-2.45243256683093
"Policy","Argentina","Argentina","elecCumRetPrematureGW","Sources",2030,"Year","Vint_2030","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2030,-3.76297681823732
"Policy","Argentina","Argentina","elecCumRetPrematureGW","Sources",2035,"Year","Vint_2035","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2035,-4.7582029030624
"Policy","Argentina","Argentina","elecCumRetPrematureGW","Sources",2040,"Year","Vint_2040","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2040,-5.48116823647299
"Policy","Argentina","Argentina","elecCumRetPrematureGW","Sources",2045,"Year","Vint_2045","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2045,-6.18342560982282
"Policy","Argentina","Argentina","elecCumRetPrematureGW","Sources",2050,"Year","Vint_2050","Premature Elec Retire (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2050,-6.77459646145268
"Policy","Argentina","Argentina","elecNewCapCost","Sources",2015,"Year","Vint_2015","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"Policy","Argentina","Argentina","elecNewCapCost","Sources",2020,"Year","Vint_2020","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,13.3961355424541
"Policy","Argentina","Argentina","elecNewCapCost","Sources",2025,"Year","Vint_2025","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,47.3212894591082
"Policy","Argentina","Argentina","elecNewCapCost","Sources",2030,"Year","Vint_2030","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,39.3483458571424
"Policy","Argentina","Argentina","elecNewCapCost","Sources",2035,"Year","Vint_2035","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,38.8133863689622
"Policy","Argentina","Argentina","elecNewCapCost","Sources",2040,"Year","Vint_2040","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,38.941920717888
"Policy","Argentina","Argentina","elecNewCapCost","Sources",2045,"Year","Vint_2045","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,37.9088376830986
"Policy","Argentina","Argentina","elecNewCapCost","Sources",2050,"Year","Vint_2050","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,33.9845653897505
"Policy","Argentina","Argentina","elecNewCapGW","Sources",2015,"Year","Vint_2015","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2015,15.0099934251471
"Policy","Argentina","Argentina","elecNewCapGW","Sources",2020,"Year","Vint_2020","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2020,6.47789662278966
"Policy","Argentina","Argentina","elecNewCapGW","Sources",2025,"Year","Vint_2025","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2025,21.9972458374517
"Policy","Argentina","Argentina","elecNewCapGW","Sources",2030,"Year","Vint_2030","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2030,18.5518413479043
"Policy","Argentina","Argentina","elecNewCapGW","Sources",2035,"Year","Vint_2035","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2035,17.9160140695498
"Policy","Argentina","Argentina","elecNewCapGW","Sources",2040,"Year","Vint_2040","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2040,17.5590397862231
"Policy","Argentina","Argentina","elecNewCapGW","Sources",2045,"Year","Vint_2045","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2045,16.9668484237489
"Policy","Argentina","Argentina","elecNewCapGW","Sources",2050,"Year","Vint_2050","New Elec Cap (GW)","sum","pal_metis","Policy","elec gen by gen tech and cooling tech and vintage","GW",2050,13.8577057526877
